Material Number,Material_Key__c,Description,Multi_Use_Demo__c
351802,351802-US60-10,"DEBAKEY TIS FCPS STR 7 3/4"" AG",TRUE
351803,351803-US60-10,"DEBAKEY TIS FCPS THIN 7 3/4""AG",TRUE
351804,351804-US60-10,"DEBAKEY TIS FCPS STR 9 1/2"" AG",TRUE
351806,351806-US60-10,"DEBAKEY TIS FCPS THIN 9 1/2""AG",TRUE
351808,351808-US60-10,"DEBAKEY TIS FCPS STR 12"" AG",TRUE
351810,351810-US60-10,"DEBAKEY TIS FCPS ANG 6"" AG",TRUE
351812,351812-US60-10,"DEBAKEY TIS FCPS ANG 7 3/4"" AG",TRUE
351814,351814-US60-10,"DEBAKEY TIS FCPS ANG 9 1/2"" AG",TRUE
351815,351815-US60-10,"DEBAKEY TIS FCPS 6"" TC AG",TRUE
351817,351817-US60-10,"DEBAKEY TIS FCPS 7 3/4"" TC AG",TRUE
351818,351818-US60-10,"FCPS TISSUE DEBAKEY THIN 7.75"" TC AG",TRUE
351819,351819-US60-10,"DEBAKEY TIS FCPS 9"" TC AG",TRUE
351820,351820-US60-10,"DEBAKEY ULTRALITE FCPS 6"" AG",TRUE
351821,351821-US60-10,DEBAKEY TISSUE FCP EC DELICATE,TRUE
351824,351824-US60-10,"DEBAKEY TIS FCPS THIN 9"" TC AG",TRUE
351825,351825-US60-10,"WHEELER VESSEL FCPS 5 1/2"" AG",TRUE
351827,351827-US60-10,"WHEELER VESSEL FCPS 7 1/4"" AG",TRUE
351829,351829-US60-10,"WHEELER VESSEL FCPS 8 3/4"" AG",TRUE
351830,351830-US60-10,"GREGORY STAY CLMP, 4"", STR",TRUE
351831,351831-US60-10,"GREGORY STAY CLMP CVD, 3 3/4""",TRUE
351835,351835-US60-10,"ADAM TISSUE FORCEPS 8""",TRUE
351837,351837-US60-10,"ULTRA FINE CORONARY TISSUE FORCEPS, 7""",TRUE
351838,351838-US60-10,"ULTRA FINE CORONARY TISSUE FORCEPS 8""",TRUE
351839,351839-US60-10,"FCPS TISSUE CORONARY ULTRA FINE 9""",TRUE
351840,351840-US60-10,"SELMAN TISSUE FORCEPS 6""",TRUE
351841,351841-US60-10,"SELMAN TISSUE FORCEPS 8""",TRUE
351842,351842-US60-10,"SELMAN TISSUE FORCEPS 10""",TRUE
351843,351843-US60-10,"DEBAKEY BAYONET FCPS 7 1/2"" AG",TRUE
351845,351845-US60-10,"FCPS DEBAKEY BAYONET X-FINE 7.5"" AG",TRUE
351850,351850-US60-10,"POTTS SMITH TISSUE FORCEPS, SERR TIP 7""",TRUE
351852,351852-US60-10,"POTTS-SMITH FORCEPS 8 1/4""",TRUE
351854,351854-US60-10,"POTTS-SMITH TIS FCPS 9 5/8"" SERR TIPS",TRUE
351856,351856-US60-10,"POTTS-SMITH FORCEPS 10 1/4""",TRUE
351858,351858-US60-10,"POTTS-SMITH FORCEPS 12""",TRUE
351860,351860-US60-10,"CUSHING TIS FCPS STR 7"" TC",TRUE
351861,351861-US60-10,"CUSHING TIS FCPS BAYONET 7"" TC",TRUE
351862,351862-US60-10,"POTTS-SMITH FORCEPS 7"" TC",TRUE
351863,351863-US60-10,"POTTS-SMITH FORCEPS 8 1/4"" TC",TRUE
351864,351864-US60-10,"POTTS-SMITH FORCEPS 9 1/2"" TC",TRUE
351865,351865-US60-10,"POTTS-SMITH FORCEPS 10 1/2"" TC",TRUE
351870,351870-US60-10,"POTTS-SMITH FORCEPS 7"" 1X2",TRUE
351872,351872-US60-10,"POTTS-SMITH FORCEPS 8 1/4"" 1X2",TRUE
351874,351874-US60-10,"POTTS-SMITH FORCEPS 9 1/2"" 1X2",TRUE
351876,351876-US60-10,"POTTS-SMITH FORCEPS 10 1/4""1X2",TRUE
351898,351898-US60-10,"CRAFOORD TISSUE FORCEPS 8""",TRUE
351900,351900-US60-10,"GERALD TISSUE FORCEPS 7"" SER",TRUE
351901,351901-US60-10,"GERALD TISSUE FORCEPS 7"" AG JAW",TRUE
351902,351902-US60-10,"GERALD TIS FCPS 9 7/8"" SERR TIPS",TRUE
351905,351905-US60-10,"GERALD TISSUE FORCEPS 7"" 1X2",TRUE
351907,351907-US60-10,"GERALD TISSUE FCPS 9 1/4""",TRUE
351908,351908-US60-10,"GERALD TISSUE FORCEPS 8"" AG",TRUE
351909,351909-US60-10,"GERALD TISSUE FCPS 9 1/2"" AG",TRUE
351910,351910-US60-10,"GERALD TISSUE FCPS 6 7/8"" AG",TRUE
351970,351970-US60-10,BOVIE ELECTROSURGICAL HANDLE,TRUE
352090,352090-US60-10,"COOLEY-MAYO CVD SCI 7 5/8""",TRUE
352100,352100-US60-10,"DEMARTEL SCIS STR B/B 6 7/8""",TRUE
352106,352106-US60-10,"DEMARTEL SCIS ANG B/B 6 7/8""",TRUE
352109,352109-US60-10,"DEMARTEL SCIS CVD B/B 6 7/8""",TRUE
352120,352120-US60-10,"DEMARTEL SCIS STR S/S 6 7/8""",TRUE
352123,352123-US60-10,"SCIS DEMARTEL FLAT BLADES ANG S/S 6 7/8""",TRUE
352126,352126-US60-10,"DEMARTEL SCIS ANG S/S 6 7/8""",TRUE
352129,352129-US60-10,"DEMARTEL SCIS CVD S/S 6 7/8""",TRUE
352133,352133-US60-10,BEALL CORONARY ART SCIS 45DEG,TRUE
352134,352134-US60-10,BEALL CORONARY ART SCIS 60DEG,TRUE
352135,352135-US60-10,BEALL CORONARY ART SCIS 90DEG,TRUE
352136,352136-US60-10,BEALL CORONARY ART SCIS 120DEG,TRUE
352140,352140-US60-10,"POTTS SCI 60DEG ANG 3 5/8""",TRUE
352144,352144-US60-10,"MCCLURE SCISSORS ANGLED 4 1/4""",TRUE
352145,352145-US60-10,"CASTROVIEJO SCI 45DEG ANG, 4 1/4""",TRUE
352146,352146-US60-10,DIETHRICH-POTTS SCISSORS 30DEG,TRUE
352147,352147-US60-10,DIETHRICH-POTTS VASCULAR SCISSORS,TRUE
352148,352148-US60-10,"DIETHRICH-POTTS 60 DEG 5 1/4""",TRUE
352149,352149-US60-10,DIETHRICH-POTTS SCISSORS 90DEG,TRUE
352150,352150-US60-10,POTTS-SMITH SCISSORS 25DEG,TRUE
352151,352151-US60-10,DEBAKEY-POTTS SCISSORS 25DEG,TRUE
352152,352152-US60-10,"SCIS POTTS-SMITH 45DEG ANG 7.25""",TRUE
352153,352153-US60-10,DEBAKEY-POTTS SCISSORS 45DEG,TRUE
352154,352154-US60-10,POTTS-SMITH SCISSORS 60DEG,TRUE
352155,352155-US60-10,DEBAKEY-POTTS SCISSORS 60DEG,TRUE
352162,352162-US60-10,"SCIS DIETHRICH 45 DEG 6.25""",TRUE
352164,352164-US60-10,"CORONARY SCISSORS 25DEG 7""",TRUE
352165,352165-US60-10,"CORONARY SCISSORS 45DEG 7""",TRUE
352166,352166-US60-10,"CORONARY SCISSORS 60DEG 7""",TRUE
352167,352167-US60-10,"CORONARY SCISSORS 90DEG 7""",TRUE
352168,352168-US60-10,"CORONARY SCISSORS 120DEG 7""",TRUE
352169,352169-US60-10,BEALL CIRCUMFLEX ARTERY SCIS,TRUE
352170,352170-US60-10,POTTS-SMITH SCISSORS 25DEG TC,TRUE
352171,352171-US60-10,POTTS-SMITH SCISSORS 45DEG TC,TRUE
352173,352173-US60-10,"DEBAKEY SCISSORS 45DEG 7"" TC",TRUE
352174,352174-US60-10,"DEBAKEY SCISSORS 60DEG 7"" TC",TRUE
352177,352177-US60-10,"DEBAKEY SCISSORS 60DEG 9"" TC",TRUE
352178,352178-US60-10,CORONARY SCISSORS 120DEG W/BAR,TRUE
352180,352180-US60-10,"DEBAKEY SCIS SLIGHT CURVE 7""",TRUE
352181,352181-US60-10,"DEBAKEY SCIS ACUTE CURVE 7""",TRUE
352183,352183-US60-10,DEBAKEY SCIS SLIGHT CURVE TC,TRUE
352184,352184-US60-10,DEBAKEY SCIS ACUTE CURVE TC,TRUE
352185,352185-US60-10,"DEBAKEY SCISSORS 25DEG 7""",TRUE
352187,352187-US60-10,"DEBAKEY VASCULAR SCISSORS 60DEG 6 1/4""",TRUE
352191,352191-US60-10,"DEBAKEY SCISSORS 45DEG 9""",TRUE
352196,352196-US60-10,"DEBAKEY SCISSORS 45DEG 11""",TRUE
352197,352197-US60-10,"DEBAKEY SCISSORS 60DEG 11""",TRUE
352199,352199-US60-10,"DEBAKEY VALVE SCISSORS 7 1/2""",TRUE
352210,352210-US60-10,"DEMARTEL SCISSORS 50DEG S/S 7""",TRUE
352232,352232-US60-10,"BAKST SCISSORS CURVED 7""",TRUE
352235,352235-US60-10,"METZENBAUM SCISSORS CVD 7"" DEL",TRUE
352237,352237-US60-10,"METZENBAUM SCISSORS CVD 8"" DEL",TRUE
352240,352240-US60-10,"CHURCH SCI, STR, BLT 7""",TRUE
352250,352250-US60-10,"CHURCH SCISSORS CVD 6 3/4""",TRUE
352295,352295-US60-10,"SATINSKY SCISSORS 10""",TRUE
352297,352297-US60-10,"HAIMOVICI ARTERY SCIS 5""",TRUE
352298,352298-US60-10,"HAIMOVICI ARTERY SCIS 10""",TRUE
352598,352598-US60-10,CRAWFORD SUTURE RING,TRUE
352605,352605-US60-10,VALVULOTOME ANTEGRADE CUT 15CM,TRUE
352606,352606-US60-10,"IN-SITU VENOUS VALVE SCI 4 3/4""",TRUE
352607,352607-US60-10,IN-SITU SCISSORS STRAIGHT 23CM,TRUE
352610,352610-US60-10,MILLS VALVULOTOME 30CM,TRUE
352611,352611-US60-10,VALVULOTOME STERILIZATION CASE,TRUE
352612,352612-US60-10,IN-SITU VALVULOTOME 23CM,TRUE
352613,352613-US60-10,IN-SITU VALVULOTOME 30CM,TRUE
352614,352614-US60-10,IN-SITU VALVULOTOME 25CM,TRUE
352615,352615-US60-10,GERBODE VALVE DILATOR,TRUE
352630,352630-US60-10,TUBBS VALVE DILATOR,TRUE
352680,352680-US60-10,BUSH VALVULOTOME 40CM SET OF 3,TRUE
352681,352681-US60-10,BUSH VALVULOTOME 40CM 2MM HEAD,TRUE
352682,352682-US60-10,BUSH VALVULOTOME 40CM 3MM HEAD,TRUE
352683,352683-US60-10,BUSH VALVULOTOME 40CM 4MM HEAD,TRUE
352690,352690-US60-10,BUSH VALVULOTOME 95CM SET OF 3,TRUE
352691,352691-US60-10,BUSH VALVULOTOME 95CM 2MM HEAD,TRUE
352692,352692-US60-10,BUSH VALVULOTOME 95CM 3MM HEAD,TRUE
352693,352693-US60-10,BUSH VALVULOTOME 95CM 4MM HEAD,TRUE
352705,352705-US60-10,AMATO PROBES SET OF 10 W/CASE,TRUE
352800,352800-US60-10,BAILEY RONGEUR STRAIGHT,TRUE
352802,352802-US60-10,BAILEY RONGEUR 25DEG DOWN,TRUE
352804,352804-US60-10,BAILEY RONGEUR 70DEG DOWN,TRUE
352806,352806-US60-10,BAILEY RONGEUR 90DEG DOWN,TRUE
352808,352808-US60-10,BAILEY RONGEUR 45DEG LEFT,TRUE
352810,352810-US60-10,BAILEY RONGEUR 45DEG RIGHT,TRUE
352825,352825-US60-10,WYLIE ARTERIAL PUNCH,TRUE
352950,352950-US60-10,KNIFE HANDLE 3,TRUE
352951,352951-US60-10,KNIFE HANDLE 3L,TRUE
352952,352952-US60-10,KNIFE HANDLE 3LA,TRUE
352953,352953-US60-10,KNIFE HANDLE 4,TRUE
352954,352954-US60-10,KNIFE HANDLE 4L,TRUE
352957,352957-US60-10,KNIFE HANDLE 7 SCALPEL,TRUE
352959,352959-US60-10,HANDLE BARD-PARKER NO9 11.6CM,TRUE
353001,353001-US60-10,"HOPKINS BULLDOG STR 1 1/2""",TRUE
353002,353002-US60-10,"HOPKINS BULLDOG STR 2""",TRUE
353003,353003-US60-10,"HOPKINS BULLDOG STR 2 1/4""",TRUE
353011,353011-US60-10,"HOPKINS BULLDOG CVD 1 1/2""",TRUE
353012,353012-US60-10,"CLAMP BULLDOG JOHNS HOPKINS CVD 1.75""",TRUE
353014,353014-US60-10,"HOPKINS BULLDOG CVD 2 1/2""",TRUE
353016,353016-US60-10,"HOPKINS BULLDOG CVD 3""",TRUE
353025,353025-US60-10,"HESS BULLDOG ANGULAR 2 1/8""",TRUE
353035,353035-US60-10,BULLDOG APPLYING FCPS,TRUE
353040,353040-US60-10,SCHWARTZ CLIP HOLDING FCPS,TRUE
353041,353041-US60-10,SCHWARTZ BULLDOG STRAIGHT,TRUE
353042,353042-US60-10,SCHWARTZ BULLDOG SLIGHT CURVE,TRUE
353043,353043-US60-10,SCHWARTZ BULLDOG ACUTE CURVE,TRUE
353050,353050-US60-10,DEBAKEY BULLDOG STR 7.5CM AG,TRUE
353052,353052-US60-10,DEBAKEY BULLDOG STR 8.5CM AG,TRUE
353054,353054-US60-10,DEBAKEY BULLDOG STR 10.5CM AG,TRUE
353056,353056-US60-10,DEBAKEY BULLDOG STR 12CM AG,TRUE
353060,353060-US60-10,DEBAKEY BULLDOG CVD 7.5CM AG,TRUE
353062,353062-US60-10,DEBAKEY BULLDOG CVD 8.5CM AG,TRUE
353064,353064-US60-10,"DEBAKEY BULLDOG CLMP CVD 3 3/4""",TRUE
353066,353066-US60-10,DEBAKEY BULLDOG CVD 12CM AG,TRUE
353070,353070-US60-10,SANTULLI BULLDOG ANGLED AG,TRUE
353075,353075-US60-10,WYLIE LUMBAR BULLDOG 7.5CM AG,TRUE
353077,353077-US60-10,GREGORY CAROTID BULLDOG AG,TRUE
353078,353078-US60-10,GREGORY CAROTID BULLDOG ANG AG,TRUE
353080,353080-US60-10,CALMAN CAROTID CLAMP STR AG,TRUE
353085,353085-US60-10,CALMAN CAROTID CLAMP ANGLED AG,TRUE
353086,353086-US60-10,JAVID CAROTID SHUNT CLAMP LG,TRUE
353087,353087-US60-10,JAVID CAROTID SHUNT CLAMP SM,TRUE
353100,353100-US60-10,GLOVER BULLDOG STR 5CM AG,TRUE
353102,353102-US60-10,CLAMP GLOVER BULLDOG STR 6.5CM AG,TRUE
353105,353105-US60-10,GLOVER BULLDOG STR 9CM AG,TRUE
353110,353110-US60-10,GLOVER BULLDOG CVD 5CM AG,TRUE
353112,353112-US60-10,CLAMP BULLDOG GLOVER CVD 6.5CM AG,TRUE
353115,353115-US60-10,GLOVER BULLDOG CVD 9CM AG,TRUE
353120,353120-US60-10,GLOVER BULLDOG ANGLED AG,TRUE
353123,353123-US60-10,WOOD BULLDOG STR 8MM,TRUE
353124,353124-US60-10,WOOD BULLDOG ANG 8MM,TRUE
353125,353125-US60-10,WOOD BULLDOG STR 12MM,TRUE
353126,353126-US60-10,WOOD BULLDOG ANG 12MM,TRUE
353127,353127-US60-10,WOOD BULLDOG STR 20MM,TRUE
353128,353128-US60-10,WOOD BULLDOG ANG 20MM,TRUE
353131,353131-US60-10,JACOBSON BULLDOG STR 5CM,TRUE
353132,353132-US60-10,JACOBSON BULLDOG CVD 4.5CM,TRUE
353135,353135-US60-10,SENNING BULLDOG STRONG CLAMP,TRUE
353136,353136-US60-10,SENNING BULLDOG MEDIUM-STRONG,TRUE
353137,353137-US60-10,SENNING BULLDOG MEDIUM-LIGHT,TRUE
353138,353138-US60-10,SENNING BULLDOG LIGHT,TRUE
353140,353140-US60-10,RENAL BULLDOG 10MMX15MM,TRUE
353142,353142-US60-10,RENAL BULLDOG 10MMX25MM,TRUE
353150,353150-US60-10,DIETHRICH BULLDOG STR 8MM,TRUE
353151,353151-US60-10,DIETHRICH BULLDOG STR 12MM,TRUE
353152,353152-US60-10,DIETHRICH BULLDOG STR 20MM,TRUE
353153,353153-US60-10,DIETHRICH BULLDOG ANG 8MM,TRUE
353154,353154-US60-10,DIETHRICH BULLDOG ANG 12MM,TRUE
353155,353155-US60-10,DIETHRICH BULLDOG ANG 20MM,TRUE
353182,353182-US60-10,DBKY RINGHANDLE BULLDOG STR AG,TRUE
353183,353183-US60-10,GREGORY BULLDOG STR X-LIGHT AG,TRUE
353186,353186-US60-10,DBKY RINGHANDLE BULLDOG CVD AG,TRUE
353187,353187-US60-10,GREGORY BULLDOG CVD X-LIGHT AG,TRUE
353189,353189-US60-10,DBKY RINGHANDLE BULLDOG 45D AG,TRUE
353190,353190-US60-10,GREGORY BULLDOG 45D X-LIGHT AG,TRUE
353192,353192-US60-10,DBKY RINGHANDLE BULLDOG 90D AG,TRUE
353195,353195-US60-10,"DBKY RINGHANDLE BULLDOG ""S"" AG",TRUE
353203,353203-US60-10,STYLET FOR RUMEL TOURNIQUET,TRUE
353206,353206-US60-10,WECK STYLE RUMEL STYLET,TRUE
353207,353207-US60-10,STYLET CHILD SIZE,TRUE
353490,353490-US60-10,LELAND JONES CLAMP STRAIGHT AG,TRUE
353491,353491-US60-10,LELAND JONES CLAMP 15DEG AG,TRUE
353492,353492-US60-10,LELAND JONES CLAMP 30DEG AG,TRUE
353494,353494-US60-10,GREGORY PROFUNDA CLAMP SML AG,TRUE
353495,353495-US60-10,GREGORY PROFUNDA CLAMP MED AG,TRUE
353496,353496-US60-10,GREGORY PROFUNDA CLAMP LGE AG,TRUE
353500,353500-US60-10,DEBAKEY COARC CLAMP STR AG,TRUE
353503,353503-US60-10,DEBAKEY COARC CLAMP ANG AG,TRUE
353510,353510-US60-10,DEBAKEY PAT-DUCTUS CLMP STR AG,TRUE
353513,353513-US60-10,DEBAKEY PAT-DUCTUS CLMP ANG AG,TRUE
353515,353515-US60-10,DEBAKEY RENAL ARTERY CLAMP AG,TRUE
353522,353522-US60-10,WIRTHLIN SPLENO RENAL CLAMP AG,TRUE
353524,353524-US60-10,STONEY SPLEN-REN CLAMP 25MM AG,TRUE
353528,353528-US60-10,DALE FEM-POP CLAMP IMPROVED AG,TRUE
353531,353531-US60-10,CLEVELAND-CLINIC CLMP LEFT AG,TRUE
353532,353532-US60-10,CLEVELAND-CLINIC CLMP RIGHT AG,TRUE
353533,353533-US60-10,CLEV-CLINIC BABY CLAMP LT AGXF,TRUE
353534,353534-US60-10,CLEV-CLINIC BABY CLAMP RT AGXF,TRUE
353535,353535-US60-10,DEBAKEY PV CLAMP ANGLED AG,TRUE
353536,353536-US60-10,DIETHRICH CAVAL OCCL CLAMP AG,TRUE
353538,353538-US60-10,HENLY SUBCLAV ARTERY CLAMP AG,TRUE
353539,353539-US60-10,CHERRY SUPRACELIAC CLAMP AG,TRUE
353540,353540-US60-10,DEBAKEY PV CLAMP S SHAPE AG,TRUE
353541,353541-US60-10,DALE FEM-POP CLAMP SMALL AG,TRUE
353542,353542-US60-10,DALE FEM-POP CLAMP MEDIUM AG,TRUE
353543,353543-US60-10,DALE FEM-POP CLAMP LARGE AG,TRUE
353545,353545-US60-10,DEBAKEY AORTIC CLAMP AG,TRUE
353546,353546-US60-10,FAVALORO ANASTOMOSIS CLAMP AG,TRUE
353550,353550-US60-10,DEBAKEY PV CLAMP CURVED AG,TRUE
353560,353560-US60-10,"DBKY-BAINBRIDGE CLMP STR 6"" AG",TRUE
353562,353562-US60-10,"DBKY-BAIN CLAMP STR 7 1/4"" AG",TRUE
353565,353565-US60-10,"DBKY-BAINBRIDGE CLMP CVD 6"" AG",TRUE
353567,353567-US60-10,"DBKY-BAIN CLAMP CVD 7 1/4"" AG",TRUE
353568,353568-US60-10,DEMOS TIBIAL ARTERY CLAMP AG,TRUE
353569,353569-US60-10,WYLIE CAROTID CLOSURE CLAMP AG,TRUE
353570,353570-US60-10,WYLIE EXTERNAL CAROTID CLMP AG,TRUE
353571,353571-US60-10,WYLIE INTERNAL CAROTID CLMP AG,TRUE
353580,353580-US60-10,KAY AORTIC ANAST CLAMP AG,TRUE
353581,353581-US60-10,STRONG AORTA CLAMP AG,TRUE
353582,353582-US60-10,LEMOLE-STRONG AORTA CLAMP AG,TRUE
353583,353583-US60-10,STRONG AORTA CLAMP ANG HNDL AG,TRUE
353584,353584-US60-10,LEMOLE-STRONG CLAMP ANGLED AG,TRUE
353585,353585-US60-10,LAMBERT ANASTOMOSIS CLAMP AG,TRUE
353586,353586-US60-10,LAMBERT-KAY ANAST CLAMP LGE AG,TRUE
353588,353588-US60-10,MITCHELL AORTOTOMY CLAMP AG,TRUE
353595,353595-US60-10,ZANGER AORTA CLAMP SMALL AG,TRUE
353596,353596-US60-10,ZANGER AORTA CLAMP MEDIUM AG,TRUE
353597,353597-US60-10,ZANGER AORTA CLAMP LARGE AG,TRUE
353600,353600-US60-10,"DEBAKEY AORTA CLAMP 10 3/8"" AG",TRUE
353602,353602-US60-10,"DEBAKEY AORTA CLAMP 10"" AG",TRUE
353605,353605-US60-10,"DEBAKEY AORTA CLAMP 12 1/2"" AG",TRUE
353607,353607-US60-10,"DEBAKEY AORTA CLAMP 13 1/4"" AG",TRUE
353609,353609-US60-10,HOWARD-DEBAKEY AORTA CLAMP AG,TRUE
353610,353610-US60-10,DEBAKEY AORTA CLAMP REV CVD AG,TRUE
353617,353617-US60-10,MORRIS ASCENDING AORTA CLMP AG,TRUE
353618,353618-US60-10,MORRIS LONG AORTA CLAMP AG,TRUE
353619,353619-US60-10,BEALL MORRIS AORTA CLAMP AG,TRUE
353620,353620-US60-10,HUFNAGEL AORTA CLAMP CURVED AG,TRUE
353622,353622-US60-10,HUFNAGEL AORTA CLAMP STR AG,TRUE
353623,353623-US60-10,BAHNSON AORTA CLAMP AG,TRUE
353625,353625-US60-10,"DBKY CLAMP FULL CVD 9 1/2"" AG",TRUE
353626,353626-US60-10,"DBKY CLAMP FULL CVD 10 1/4"" AG",TRUE
353627,353627-US60-10,"DBKY CLAMP FULL CVD 11 1/4"" AG",TRUE
353630,353630-US60-10,DEBAKEY CLAMP ACUTE CVD #1 AG,TRUE
353631,353631-US60-10,DEBAKEY CLAMP MEDIUM CVD #2 AG,TRUE
353632,353632-US60-10,DEBAKEY CLAMP SLIGHT CVD #3 AG,TRUE
353635,353635-US60-10,DBKY CLAMP ACUTE CVD EX-LGE AG,TRUE
353639,353639-US60-10,MITCHEL-ADAM CLAMP LARGE AG,TRUE
353640,353640-US60-10,DEBAKEY SEMB LIGAT CARRIER AG,TRUE
353641,353641-US60-10,CRAWFORD ABDOMINAL CLMP STR AG,TRUE
353642,353642-US60-10,CRAWFORD ABDOMINAL CLMP CVD AG,TRUE
353643,353643-US60-10,"CRAWFORD ABDOMINAL CLMP ""S"" AG",TRUE
353645,353645-US60-10,FAVA-SEMB LIG CARR HALF CVD AG,TRUE
353646,353646-US60-10,FAVA-SEMB LIG CARR FULL CVD AG,TRUE
353647,353647-US60-10,DARLING TAPE PASSING CLAMP AG,TRUE
353650,353650-US60-10,"DEBAKEY AORTA CLAMP 10 1/2"" AG",TRUE
353651,353651-US60-10,"CLAMP GRANT AORTA 6.5CM JAW 10.5"" AG",TRUE
353653,353653-US60-10,"CLAMP GRANT AORTA 4.5CM JAW 9.25"" AG",TRUE
353655,353655-US60-10,WYLIE J CLAMP STYLE 1 AG,TRUE
353656,353656-US60-10,WYLIE J CLAMP STYLE 2 AG,TRUE
353657,353657-US60-10,WYLIE HYPOGASTRIC CLAMP AG,TRUE
353658,353658-US60-10,WYLIE ABDOMINAL AORTA CLAMP AG,TRUE
353660,353660-US60-10,DEBAKEY TANGENTIAL CLAMP #1 AG,TRUE
353662,353662-US60-10,DEBAKEY TANGENTIAL CLAMP #2 AG,TRUE
353664,353664-US60-10,DEBAKEY TANGENTIAL CLAMP #3 AG,TRUE
353666,353666-US60-10,DEBAKEY TANGENTIAL CLAMP #4 AG,TRUE
353668,353668-US60-10,DEBAKEY TANGENTIAL CLAMP #5 AG,TRUE
353670,353670-US60-10,DEBAKEY TANGENTIAL CLAMP 5/SET,TRUE
353672,353672-US60-10,STONEY AORTA CLAMP AG,TRUE
353674,353674-US60-10,STONEY AORTA CLAMP DEEP AG,TRUE
353680,353680-US60-10,DBKY MULT-PURP CLMP 60DEG 1 AG,TRUE
353682,353682-US60-10,DBKY MULT-PURP CLMP 60DEG 2 AG,TRUE
353684,353684-US60-10,DBKY MULT-PURP CLMP 60DEG 3 AG,TRUE
353686,353686-US60-10,DBKY MULT-PURP CLMP 60DEG 4 AG,TRUE
353690,353690-US60-10,DBKY MULT-PURP CLMP 90DEG 1 AG,TRUE
353692,353692-US60-10,DBKY MULT-PURP CLMP 90DEG 2 AG,TRUE
353694,353694-US60-10,"DBKY MULT-PURP CLMP 90DEG 3 AG 9""",TRUE
353696,353696-US60-10,DBKY MULT-PURP CLMP 90DEG 4 AG,TRUE
353700,353700-US60-10,DIETHRICH CORONARY ART CLMP AG,TRUE
353800,353800-US60-10,CLAMP GLOVER PATENT DUCTUS STR AG 20/CS,TRUE
353802,353802-US60-10,GLOVER PAT-DUCTUS CLAMP ANG AG,TRUE
353806,353806-US60-10,GERBODE PAT-DUCTUS CLMP ANG AG,TRUE
353810,353810-US60-10,GLOVER COARCTATION CLMP STR AG,TRUE
353812,353812-US60-10,CLAMP GLOVER COARCTATION ANG AG 20/CS,TRUE
353815,353815-US60-10,GLOVER CLAMP STR X LONG AG,TRUE
353817,353817-US60-10,GLOVER CLAMP ANG X LONG AG,TRUE
353825,353825-US60-10,GLOVER CLAMP CURVED AG,TRUE
353827,353827-US60-10,GLOVER CLAMP CURVED X-LONG AG,TRUE
353835,353835-US60-10,GLOVER CLAMP CVD 90DEG AG,TRUE
353837,353837-US60-10,"CLAMP GLOVER CVD 90 DEG X-LONG 8-7/8"" AG",TRUE
353840,353840-US60-10,GLOVER CLAMP SPOON JAW AG,TRUE
353842,353842-US60-10,"CLAMP CLOVER SPOON SHAPED XLONG 10.5""",TRUE
353860,353860-US60-10,"CLAMP SCHUMAKER 1 1/8"" JAW 8 3/8"" AG",TRUE
353862,353862-US60-10,SCHUMAKER CLAMP 7CM JAW AG,TRUE
353865,353865-US60-10,SCHUMAKER CLAMP 10CM JAW AG,TRUE
353872,353872-US60-10,STRELINGER CLAMP 7CM JAW AG,TRUE
354000,354000-US60-10,SATINSKY CLAMP LARGE AG,TRUE
354002,354002-US60-10,SATINSKY CLAMP MEDIUM AG,TRUE
354004,354004-US60-10,SATINSKY CLAMP SMALL AG,TRUE
354005,354005-US60-10,SATINSKY CLAMP 3/SET AG,TRUE
354010,354010-US60-10,SATINSKY CLAMP LARGE SERR JAW,TRUE
354031,354031-US60-10,HARKEN CLAMP #1 CURVE AG,TRUE
354032,354032-US60-10,HARKEN CLAMP #2 CURVE AG,TRUE
354033,354033-US60-10,HARKEN CLAMP #3 CURVE AG,TRUE
354034,354034-US60-10,HARKEN CLAMP #4 CURVE AG,TRUE
354084,354084-US60-10,BAILEY CLAMP X-SMALL ANGLED AG,TRUE
354087,354087-US60-10,BAILEY CLAMP LARGE ANGLED AG,TRUE
354100,354100-US60-10,BECK AORTA CLAMP SMALL AG,TRUE
354102,354102-US60-10,BECK AORTA CLAMP MEDIUM AG,TRUE
354125,354125-US60-10,COOLEY ANASTOMOSIS CLAMP AG,TRUE
354135,354135-US60-10,DERRA ANASTOMOSIS CLAMP SML AG,TRUE
354136,354136-US60-10,DERRA ANASTOMOSIS CLAMP MED AG,TRUE
354137,354137-US60-10,DERRA ANASTOMOSIS CLAMP LGE AG,TRUE
354165,354165-US60-10,O'NEILL DOUBLE CURVED CLAMP AG,TRUE
354170,354170-US60-10,GLOVER ATRIAL APPEND CLAMP AG,TRUE
354180,354180-US60-10,REYNOLDS CLAMP 50DEG SMALL AG,TRUE
354185,354185-US60-10,REYNOLDS CLAMP 85DEG SMALL AG,TRUE
354190,354190-US60-10,BECK CLAMP ACUTE CVD SMALL AG,TRUE
354191,354191-US60-10,BECK CLAMP ACUTE CVD LARGE AG,TRUE
354320,354320-US60-10,PILLING RATCHET LOCK,TRUE
354400,354400-US60-10,DBKY CLAMP 45DEG SHRT JAW AGXF,TRUE
354402,354402-US60-10,DBKY CLAMP 45DEG MED JAW AGXF,TRUE
354404,354404-US60-10,DBKY CLAMP STR LARGE JAW AGXF,TRUE
